FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12
29/06/2015,Tarjetas,7450,9450,7300,720,1900,1250,4280,3240,2770,630,3670,16170
30/06/2015,Tarjetas,6710,9010,6680,840,1950,1250,4030,3380,2550,540,2960,16220
01/07/2015,Tarjetas,6310,8610,6790,730,1690,1430,3650,3380,2650,690,3590,15770
02/07/2015,Tarjetas,6020,7410,5120,640,1640,1240,3190,2640,2420,470,3010,15180
03/07/2015,Tarjetas,5780,7700,5800,710,1530,1130,3250,2630,2180,390,3010,16470
04/07/2015,Tarjetas,6080,8210,5160,590,1620,1000,3100,2530,2420,350,3180,14450
05/07/2015,Tarjetas,3560,4880,3170,310,930,590,1370,1660,1050,200,1880,8650
06/07/2015,Tarjetas,6640,9350,6180,750,1830,1600,3480,3340,2770,710,3880,16650
07/07/2015,Tarjetas,5770,7320,5240,590,1870,1090,3080,2460,2360,470,2930,15620
08/07/2015,Tarjetas,5410,6850,4890,630,1370,1120,2670,2580,2400,440,2860,14090
09/07/2015,Tarjetas,4880,6210,4420,480,1260,1160,2500,2350,2120,350,2810,13260
10/07/2015,Tarjetas,5310,7140,5000,630,1410,1150,2640,2390,2100,530,2920,13810
11/07/2015,Tarjetas,5480,7120,5060,800,1530,1030,2810,2540,1960,400,3210,12780
12/07/2015,Tarjetas,3540,4150,2720,200,1000,700,1320,1560,1200,220,2280,7860
13/07/2015,Tarjetas,7130,8610,6550,620,1690,1350,3810,3150,2750,630,3670,15880
14/07/2015,Tarjetas,5830,8300,5330,500,1510,1190,3090,2710,2310,660,2740,13980
15/07/2015,Tarjetas,6660,8040,6340,600,1480,1380,3590,3060,2630,500,3040,15140
16/07/2015,Tarjetas,5730,7300,5300,630,1800,1180,3360,2560,2350,610,3130,15570
17/07/2015,Tarjetas,5740,7930,5540,690,1760,1050,3080,2410,2290,530,2910,15640
18/07/2015,Tarjetas,5980,7480,4740,520,1480,880,2860,2550,1880,400,3290,14210
19/07/2015,Tarjetas,3600,4490,3440,270,1090,590,1350,1520,1100,290,1880,8960
20/07/2015,Tarjetas,7000,9020,6920,700,1730,1320,4230,3190,2860,790,3850,17450
21/07/2015,Tarjetas,5310,7770,5690,620,1700,990,3420,2740,2520,440,2640,15500
22/07/2015,Tarjetas,5180,6780,5120,590,1490,790,2550,2460,2080,360,2860,15490
23/07/2015,Tarjetas,5180,6400,4790,490,1380,880,2410,2180,1630,370,2250,14290
24/07/2015,Tarjetas,4950,7490,5280,550,1710,1060,2550,2540,2260,520,2790,15150
25/07/2015,Tarjetas,5600,7600,5190,550,1610,930,2600,2290,1980,400,2890,13960
26/07/2015,Tarjetas,3310,4000,2870,250,1160,540,1360,1410,1020,210,1830,8830
27/07/2015,Tarjetas,6430,9260,6870,790,1840,1240,4060,3020,2750,840,3410,16520
28/07/2015,Tarjetas,5990,7330,5550,590,1470,1010,3110,2800,2260,550,2930,15140
29/07/2015,Tarjetas,5190,6750,5750,460,1630,1170,2880,2690,2260,490,2940,14710
30/07/2015,Tarjetas,6110,7240,5760,530,1480,1040,3360,2710,2350,460,2820,14440
31/07/2015,Tarjetas,6440,8130,6240,690,1740,1140,3240,3120,2440,450,3350,16690
01/08/2015,Tarjetas,6560,8760,5790,810,2180,910,3440,3290,2620,620,3220,14480
02/08/2015,Tarjetas,4240,4890,4010,520,1380,680,1930,2010,1500,390,2090,10210
03/08/2015,Tarjetas,8250,10660,7990,920,2750,1670,4710,3960,3620,790,3900,18760
04/08/2015,Tarjetas,7200,9020,7010,770,2380,1570,3530,3040,3190,690,3260,17030
05/08/2015,Tarjetas,6670,8110,6710,600,1750,1280,3230,3190,2750,580,3330,15740
06/08/2015,Tarjetas,6530,8160,6350,560,1870,1110,2770,3120,2230,480,3270,16490
07/08/2015,Tarjetas,5870,7440,6120,570,1920,1430,3310,2660,2310,640,3200,16460
08/08/2015,Tarjetas,6190,8170,5670,850,1940,1070,3580,2480,2250,480,3650,13870
09/08/2015,Tarjetas,3910,5260,3550,300,1090,780,1640,1710,1430,490,2250,9060
10/08/2015,Tarjetas,7980,10740,9270,1090,3240,2170,5120,4020,3620,1080,4910,18220
11/08/2015,Tarjetas,5920,8460,7150,760,2190,1260,4020,3350,3240,870,3410,16160
12/08/2015,Tarjetas,5310,7580,5700,730,1810,1440,3130,3000,2470,680,3600,14920
13/08/2015,Tarjetas,5700,7480,5790,610,2070,1200,3080,3030,2180,550,3450,14880
14/08/2015,Tarjetas,6980,8490,6870,710,2260,1310,3790,3260,2640,820,3510,16470
15/08/2015,Tarjetas,6180,8990,5640,630,2060,1160,3920,3330,2380,490,3420,14380
16/08/2015,Tarjetas,4370,5880,3420,390,1220,850,1600,1950,1300,350,2510,9660
17/08/2015,Tarjetas,8470,11170,8180,1080,3050,2110,4510,4590,3840,880,5080,18960
18/08/2015,Tarjetas,6740,8410,7440,830,2470,1350,3750,3610,2850,840,3820,16990
19/08/2015,Tarjetas,6080,8360,5870,650,1650,1100,3310,3380,2990,750,3390,16030
20/08/2015,Tarjetas,5790,7520,5930,470,1900,1090,3080,2970,2440,540,3410,14830
21/08/2015,Tarjetas,6240,7890,6270,610,1920,1220,3140,2780,2710,540,3180,16110
22/08/2015,Tarjetas,6430,9340,6230,740,1580,990,3280,3090,2470,740,3600,14350
23/08/2015,Tarjetas,3570,5590,3480,500,1160,390,1690,2010,1320,360,2210,9220
24/08/2015,Tarjetas,7730,10870,8260,1050,2680,1900,4660,4270,3910,1710,4240,19290
25/08/2015,Tarjetas,6660,8580,6070,620,2170,1450,3660,2990,2650,1230,3850,16110
26/08/2015,Tarjetas,5770,8040,5890,620,1840,1450,2990,2980,2640,1130,2910,14700
27/08/2015,Tarjetas,5400,7440,5830,580,1990,1100,2590,2420,2740,910,3120,14740
28/08/2015,Tarjetas,5820,8460,6150,650,2140,1470,3350,3230,2820,920,3430,15990
29/08/2015,Tarjetas,7170,8710,5890,610,1700,1090,3360,2820,2340,880,3710,13580
30/08/2015,Tarjetas,4520,5550,3910,500,1460,770,2060,2000,1400,620,2260,13610
31/08/2015,Tarjetas,8400,11890,8960,860,2870,2430,5540,4940,3980,1700,5500,18440
01/09/2015,Tarjetas,7280,10600,7540,780,2580,1900,4780,3510,3410,1370,4590,16840
02/09/2015,Tarjetas,6270,8540,6870,900,1970,1940,3480,3290,2830,1180,3820,16060
03/09/2015,Tarjetas,5980,8140,5700,520,1940,1720,3340,2430,2800,960,3470,17010
04/09/2015,Tarjetas,6210,8620,6150,720,2060,1570,3430,2880,2620,990,3590,17410
05/09/2015,Tarjetas,6830,9340,6160,720,2110,1020,3530,3410,2840,960,3620,15140
06/09/2015,Tarjetas,4410,5530,3420,490,1120,640,1570,1860,1350,660,2260,8860
07/09/2015,Tarjetas,7860,11320,7740,1110,2550,1970,4740,4520,3390,1550,4340,17880
08/09/2015,Tarjetas,5960,8480,6470,790,1950,1360,3830,3030,2870,1230,3590,15850
09/09/2015,Tarjetas,5410,7700,5510,710,1740,1190,3150,2840,2320,860,3300,14180
10/09/2015,Tarjetas,5140,7590,5640,710,1460,1220,2940,2760,2180,880,2810,14540
11/09/2015,Tarjetas,6540,8010,6000,740,1750,1430,3050,2400,2340,760,2840,16340
12/09/2015,Tarjetas,6050,8590,5030,610,2020,1130,3270,2890,1980,870,3340,13390
13/09/2015,Tarjetas,3860,4830,3110,380,1090,510,1560,1440,1040,510,1970,9410
14/09/2015,Tarjetas,6940,9360,7160,1180,2530,2040,4530,3420,3130,1370,4070,18270
15/09/2015,Tarjetas,6040,7220,5150,630,1680,1200,3350,2450,2670,950,2650,16220
16/09/2015,Tarjetas,2490,3610,2500,180,1030,400,1330,1220,1120,460,1510,7080
17/09/2015,Tarjetas,6310,9130,7100,910,2230,1470,4550,3330,3080,1190,4300,17760
18/09/2015,Tarjetas,6290,8920,5960,660,2010,1290,3590,2800,2430,970,3380,16540
19/09/2015,Tarjetas,6210,8530,5440,660,1980,970,3210,2980,2740,980,3240,15240
20/09/2015,Tarjetas,3620,5160,3510,260,1280,520,1670,1480,1300,600,2030,9240
21/09/2015,Tarjetas,7480,10090,7540,970,2740,1650,4710,4280,3120,1180,3740,18000
22/09/2015,Tarjetas,5690,8630,6770,750,1750,1240,3830,3160,2770,1150,3280,15900
23/09/2015,Tarjetas,5250,7620,5640,660,1650,1300,3120,2730,2420,870,2940,15220
24/09/2015,Tarjetas,5260,6750,4890,390,1590,1200,2980,2510,1920,700,2910,14790
25/09/2015,Tarjetas,5090,7760,5460,520,1920,1220,3260,2540,2250,780,2990,16110
26/09/2015,Tarjetas,5280,8080,5710,430,1640,990,3520,2770,2330,780,3200,14220
27/09/2015,Tarjetas,3630,4870,3150,410,950,510,1610,1660,1150,620,1770,9300
28/09/2015,Tarjetas,7030,9880,7230,930,2630,1890,4000,3160,3260,1110,4560,17590
29/09/2015,Tarjetas,6830,8740,6180,730,1970,1140,3660,3270,2680,1040,3450,15700
30/09/2015,Tarjetas,6500,8670,7170,800,2060,1510,4610,3290,2880,900,3700,15980
01/10/2015,Tarjetas,6920,8690,6520,750,1970,1600,3870,3220,2650,950,3520,16010
02/10/2015,Tarjetas,6650,7830,6140,680,2080,1170,3910,2780,2740,930,3440,18140
03/10/2015,Tarjetas,6640,9390,5550,720,1700,1180,3490,2930,2470,830,3570,14770
04/10/2015,Tarjetas,3460,4770,3350,390,1270,600,1890,1680,1340,700,1940,10290
05/10/2015,Tarjetas,7720,10240,7980,900,2590,1680,4550,4250,3400,1620,4990,18740
06/10/2015,Tarjetas,6690,8630,7180,760,1940,1260,4000,3050,3190,1180,3650,16310
07/10/2015,Tarjetas,5940,7910,6050,820,1870,1130,3550,2710,2140,1090,3380,15030
08/10/2015,Tarjetas,5440,7110,5500,540,1600,980,3070,2430,2240,750,3310,14890
09/10/2015,Tarjetas,5430,7620,5630,540,1850,950,3200,2720,2350,740,2860,16390
10/10/2015,Tarjetas,5870,8150,5430,700,1830,1000,3470,2870,2500,670,3390,15250
11/10/2015,Tarjetas,3660,5150,3540,290,1230,610,1530,1610,1050,470,1950,9760
12/10/2015,Tarjetas,7060,9730,7720,790,2430,1880,4140,4010,3380,1200,3990,17100
13/10/2015,Tarjetas,6280,8150,6560,810,1700,1050,3280,2880,2960,960,3610,15650
14/10/2015,Tarjetas,5960,9470,6000,700,2430,1170,3560,3030,2220,790,3320,15070
15/10/2015,Tarjetas,6210,8950,6460,810,2390,1440,3960,3100,2800,840,3520,16080
16/10/2015,Tarjetas,7150,9370,7870,700,1980,1510,4170,2890,3320,1070,3480,19090
17/10/2015,Tarjetas,7220,10190,6560,720,2090,1040,3590,3270,2410,940,3570,16350
18/10/2015,Tarjetas,4300,5480,3930,360,1110,500,1590,1730,1580,660,2200,9970
19/10/2015,Tarjetas,7750,11140,7820,1020,2880,1510,4580,4170,3900,1440,4310,17630
20/10/2015,Tarjetas,5930,8600,6090,660,2210,1480,4160,3370,3160,1220,3600,16600
21/10/2015,Tarjetas,5780,8480,5750,690,1730,1260,3520,3000,2450,1080,3270,15330
22/10/2015,Tarjetas,5270,8690,5150,610,1500,1280,3030,2910,2670,770,3410,14420
23/10/2015,Tarjetas,5660,8510,5670,530,1690,960,3300,2970,2710,810,3180,15530
24/10/2015,Tarjetas,6050,9090,5670,450,1790,1220,3290,2770,2690,720,3270,14580
25/10/2015,Tarjetas,3870,5910,3110,470,1220,580,1750,1670,1390,600,1960,9460
26/10/2015,Tarjetas,7950,10850,6800,920,2700,1780,4840,3540,3230,1110,4180,17440
27/10/2015,Tarjetas,5940,8350,5820,710,1770,1250,3480,3220,2410,1060,3160,15940
28/10/2015,Tarjetas,5390,8100,5670,1050,1730,1240,3010,2770,2570,950,3260,20450
29/10/2015,Tarjetas,6100,9370,5890,790,1800,1310,3010,2940,2580,810,3500,35130
30/10/2015,Tarjetas,6490,10510,6450,750,2060,1350,4190,3430,3600,990,3510,36270
31/10/2015,Tarjetas,6680,9610,6190,760,2150,1380,3670,3720,3140,700,3530,31530
01/11/2015,Tarjetas,3500,5240,3550,460,1070,590,1600,1740,1610,660,2200,19400
02/11/2015,Tarjetas,5710,6160,4870,590,1680,990,3200,2680,2490,930,2940,23080
03/11/2015,Tarjetas,7840,11340,7430,800,2780,2160,5200,4240,3460,1370,4540,33280
04/11/2015,Tarjetas,5540,8770,5970,710,1730,1430,3730,3610,2770,1090,3380,27340
05/11/2015,Tarjetas,3790,7780,3920,770,1480,880,2740,2830,1760,780,2810,27040
06/11/2015,Tarjetas,4260,7050,3410,740,1330,740,1910,2180,1910,780,2670,29350
07/11/2015,Tarjetas,3860,7920,4940,660,1250,680,1380,2360,1270,950,2430,25630
08/11/2015,Tarjetas,2480,4480,3080,490,1160,720,1830,1590,920,500,1390,17710
09/11/2015,Tarjetas,3390,7810,5290,980,2280,2000,4400,3540,3130,1290,2430,29220
10/11/2015,Tarjetas,5190,5300,3180,840,1460,1100,1660,2880,2000,1060,2820,26480
11/11/2015,Tarjetas,4130,6630,2980,610,1190,940,1400,2400,1290,720,2850,24610
12/11/2015,Tarjetas,3010,6520,4450,710,1210,790,1280,2100,1260,850,2590,25810
13/11/2015,Tarjetas,3600,6120,5760,720,2300,1560,1070,1810,1400,660,2680,30330
14/11/2015,Tarjetas,3450,4910,3920,740,1690,1420,2810,1960,1410,730,1930,28220
15/11/2015,Tarjetas,2130,2630,2260,470,1060,700,1060,2080,1230,360,1480,20290
16/11/2015,Tarjetas,2340,2920,2260,530,1080,440,1060,2730,1760,500,2410,18650
17/11/2015,Tarjetas,7490,5840,3650,1130,2120,1190,2050,3730,3500,1920,3980,28940
18/11/2015,Tarjetas,3490,7690,6390,820,1930,1830,1760,2770,1810,800,2450,27670
19/11/2015,Tarjetas,2690,5290,4780,870,1370,1040,3130,2050,1170,680,1890,24080
20/11/2015,Tarjetas,2950,4130,2950,750,1490,980,1800,1610,1120,580,1730,27180
21/11/2015,Tarjetas,2930,4020,2990,900,1290,670,1430,2550,2350,1360,3070,26920
22/11/2015,Tarjetas,3870,5350,2180,410,790,470,690,1380,1300,730,2470,17270
23/11/2015,Tarjetas,5920,8430,6010,1190,1870,1120,1610,3030,2060,1140,3240,28950
24/11/2015,Tarjetas,3460,4970,4970,700,1810,1100,980,2370,1540,620,2370,26440
25/11/2015,Tarjetas,2570,4170,3280,810,1520,1430,3490,2680,990,440,2060,25330
26/11/2015,Tarjetas,2450,4220,3250,800,1190,1080,2390,2810,2330,850,2520,24740
27/11/2015,Tarjetas,3600,3890,2890,790,1410,900,1320,3300,2310,1170,3570,29560
28/11/2015,Tarjetas,2390,4640,2520,910,1650,450,1360,2790,1640,950,2900,28370
29/11/2015,Tarjetas,970,1510,1230,420,670,280,460,1020,610,410,1140,27780
30/11/2015,Tarjetas,530,1680,980,1050,1050,590,700,1540,810,770,1180,63040
01/12/2015,Tarjetas,320,790,480,710,680,470,500,710,590,460,820,52560
02/12/2015,Tarjetas,600,1490,1720,580,1280,880,1110,1020,180,70,1580,46420
03/12/2015,Tarjetas,2610,1460,1690,450,910,580,790,1180,510,270,1300,44160
04/12/2015,Tarjetas,1690,1740,1210,490,910,540,770,880,590,340,670,50410
05/12/2015,Tarjetas,6290,10360,6630,770,2000,1550,4030,3550,2810,1030,3920,46090
06/12/2015,Tarjetas,5390,7160,3930,520,1340,770,2160,2300,1630,890,2140,32670
07/12/2015,Tarjetas,10080,13100,8750,1040,2630,2190,6690,4800,3880,1390,5140,46070
08/12/2015,Tarjetas,7810,11360,6690,1050,2150,1550,4770,3830,3220,1110,3580,39710
09/12/2015,Tarjetas,6980,10340,6770,870,2060,1490,4830,3290,2870,1380,3730,36940
10/12/2015,Tarjetas,6410,10320,6670,840,1890,1800,4110,3230,3030,1060,3230,37970
11/12/2015,Tarjetas,7020,10620,6830,960,2320,1210,4500,3350,2880,1080,3200,48700
12/12/2015,Tarjetas,6580,10900,6060,790,2080,1410,3930,3300,2890,1020,4140,41160
13/12/2015,Tarjetas,5320,6060,3580,480,1560,640,2010,2280,1640,720,2640,29680
14/12/2015,Tarjetas,8620,12040,8010,1280,2350,1930,5360,3880,3750,1450,4690,45550
15/12/2015,Tarjetas,8110,11670,7460,930,2700,1720,5260,4200,3230,1270,4110,42980
16/12/2015,Tarjetas,5560,8570,5520,1110,1560,1160,4140,3870,2410,1190,2910,44020
17/12/2015,Tarjetas,2720,5400,2800,950,1130,1060,1680,2120,1380,960,2350,43630
18/12/2015,Tarjetas,1180,3330,1000,690,910,820,1160,990,960,460,1870,45880
19/12/2015,Tarjetas,6140,9730,6170,790,1460,920,3490,3350,2100,1090,4220,47080
20/12/2015,Tarjetas,5140,7300,4360,540,1680,800,2340,2490,1610,760,3230,32840
21/12/2015,Tarjetas,8730,12220,7690,960,2740,1820,5040,4090,3440,1450,4880,48210
22/12/2015,Tarjetas,6750,10040,6350,970,2020,1390,3750,3620,2540,950,3780,43480
23/12/2015,Tarjetas,5620,8960,5460,710,1500,980,3470,2950,2220,820,3660,42850
24/12/2015,Tarjetas,3830,6180,3710,620,1190,720,2450,2170,1600,840,2560,34320
25/12/2015,Tarjetas,1930,2840,1580,190,1030,430,900,950,550,420,1330,21410
26/12/2015,Tarjetas,5130,7590,4330,380,1810,900,2010,2780,1730,800,3180,32390
27/12/2015,Tarjetas,3720,5270,2810,450,1130,580,1340,1410,1120,360,2080,24120
28/12/2015,Tarjetas,6790,9580,5430,830,2120,1290,3230,3360,2450,900,3990,38000
29/12/2015,Tarjetas,5960,8030,4720,780,1520,940,3060,2740,1920,830,3190,32460
30/12/2015,Tarjetas,4960,6730,4930,600,1490,900,2510,2760,1740,800,3230,31590
31/12/2015,Tarjetas,3970,5970,3670,470,1550,700,2080,2040,1130,680,2220,28780
01/01/2016,Tarjetas,1960,2420,1750,110,870,170,890,970,550,350,1420,18680
02/01/2016,Tarjetas,5260,6930,3910,500,1310,660,1990,2860,1820,910,3090,28710
03/01/2016,Tarjetas,3630,5160,3260,520,1310,410,1490,1850,1390,610,2590,23230
04/01/2016,Tarjetas,8850,10860,7820,1140,2690,2130,5430,4990,3820,1410,4950,43840
05/01/2016,Tarjetas,7670,10100,6640,860,2110,1440,4500,4260,2960,1060,3990,43730
06/01/2016,Tarjetas,6090,8630,6460,740,1630,1140,3270,3220,2840,780,3520,31850
07/01/2016,Tarjetas,6860,9690,7110,770,2170,1530,4220,3670,3040,1250,3880,34990
08/01/2016,Tarjetas,6710,9440,6230,1160,2080,1670,4250,3400,2710,1100,4040,35340
09/01/2016,Tarjetas,6090,9390,5670,780,1860,1080,4190,3280,2540,1090,3500,33240
10/01/2016,Tarjetas,4500,5420,3490,390,1350,660,1750,1790,1320,750,2470,21440
11/01/2016,Tarjetas,8370,12090,9050,1400,3100,1800,5770,4510,3630,1550,4960,43160
12/01/2016,Tarjetas,7000,9860,6910,850,2110,1740,4200,3550,2870,1180,3760,33930
13/01/2016,Tarjetas,6040,9210,5740,530,2040,1250,3860,3440,2650,1110,3260,30790
14/01/2016,Tarjetas,6750,9570,7130,920,1790,1600,4090,3470,2740,1160,3810,34060
15/01/2016,Tarjetas,6500,10460,6570,1030,2150,1610,4350,3940,2720,920,3940,39430
16/01/2016,Tarjetas,4330,7450,5130,800,1490,1560,3300,3030,2150,1030,3620,36500
17/01/2016,Tarjetas,3100,3610,2760,390,1080,540,1630,1910,1000,530,2300,26290
18/01/2016,Tarjetas,4020,6240,5170,1410,2020,1530,3040,2770,1930,1300,3380,44980
19/01/2016,Tarjetas,3290,5070,3170,880,1570,930,1590,1900,1720,620,1960,41580
20/01/2016,Tarjetas,1800,3590,2560,690,1220,1000,1350,1680,1400,390,1520,37080
21/01/2016,Tarjetas,940,3750,3580,730,1560,1140,1190,1280,1090,400,1520,35860
22/01/2016,Tarjetas,530,1410,1770,860,880,590,430,450,110,360,170,37750
23/01/2016,Tarjetas,400,520,440,660,720,420,120,350,190,90,240,35230
24/01/2016,Tarjetas,170,200,160,110,220,110,60,250,60,0,230,25770
25/01/2016,Tarjetas,0,70,230,660,270,380,10,240,50,0,30,40590
26/01/2016,Tarjetas,0,0,80,490,130,100,0,130,10,0,10,37590
27/01/2016,Tarjetas,0,0,0,420,120,80,0,110,40,0,40,34300
28/01/2016,Tarjetas,0,0,0,140,50,110,0,110,30,0,20,33410
29/01/2016,Tarjetas,0,0,0,240,60,0,0,30,30,0,10,37010
30/01/2016,Tarjetas,0,0,0,200,10,0,0,0,50,0,0,37540
31/01/2016,Tarjetas,0,0,0,120,0,0,0,0,10,0,0,24740
01/02/2016,Tarjetas,0,0,0,30,0,0,0,0,20,0,0,25220
02/02/2016,Tarjetas,0,0,0,20,0,0,0,0,10,0,0,44430
03/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38760
04/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37750
05/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41800
06/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37250
07/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,27970
08/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43100
09/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35240
10/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38300
11/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36000
12/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43370
13/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41440
14/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31510
15/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,49210
16/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42800
17/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38480
18/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35430
19/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38320
20/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42370
21/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31490
22/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42200
23/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40210
24/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,33890
25/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34160
26/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39040
27/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39750
28/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31690
29/02/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44010
01/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38770
02/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34920
03/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35270
04/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36310
05/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38570
06/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28960
07/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43180
08/03/2016,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35390
09/03/2016,Tarjetas,7940,9970,6470,1330,2650,2260,4780,4510,3200,1460,3780,33950
10/03/2016,Tarjetas,1880,2570,3010,1180,1050,1010,1170,2950,1330,910,2650,30310
11/03/2016,Tarjetas,7400,10270,7010,1260,2320,1850,4670,4280,3270,1430,4100,45600
12/03/2016,Tarjetas,2130,2560,2570,1130,1150,980,1450,2880,1210,1060,3120,38550
13/03/2016,Tarjetas,5020,6570,4710,650,1490,920,2630,2510,1920,1050,3320,28970
14/03/2016,Tarjetas,4740,6010,5040,1400,1930,2080,3300,4630,2740,1650,3760,41190
15/03/2016,Tarjetas,6720,8900,5830,1170,1870,1930,4060,3340,2980,980,3510,23860
16/03/2016,Tarjetas,1410,2040,1760,290,800,580,1040,1770,590,660,1040,8250
17/03/2016,Tarjetas,2130,3380,1520,200,730,480,1040,1050,680,200,1010,4260
18/03/2016,Tarjetas,5660,7450,6780,1200,1760,1300,3870,3550,2500,1290,3430,44960
19/03/2016,Tarjetas,7200,9100,6480,1020,2070,1480,3660,3140,2550,1080,3440,38630
20/03/2016,Tarjetas,1620,2460,2010,580,630,690,1130,1890,810,720,2080,28700
21/03/2016,Tarjetas,4650,5190,4350,450,1480,920,2460,2090,1880,670,3050,24280
22/03/2016,Tarjetas,3780,6450,4330,760,1090,1280,2660,3520,1620,1000,2460,33930
23/03/2016,Tarjetas,5920,8100,5000,780,1830,1240,3290,2940,2490,930,3640,32340
24/03/2016,Tarjetas,2150,2830,2980,500,710,920,1550,2140,960,670,1520,23520
25/03/2016,Tarjetas,3240,4070,2700,340,870,470,1750,1310,960,460,1760,18770
26/03/2016,Tarjetas,2580,3650,3060,370,640,640,1560,1750,1130,710,1610,20650
27/03/2016,Tarjetas,3660,4170,3000,260,970,660,1470,1230,1090,660,1860,19540
28/03/2016,Tarjetas,4270,7690,6330,970,1800,2090,3820,3730,2750,1700,4000,38840
29/03/2016,Tarjetas,6580,9140,6740,930,2020,1720,4120,3640,2800,1130,3400,35410
30/03/2016,Tarjetas,2920,4150,3290,900,1330,1190,2050,3350,1170,980,2450,35160
31/03/2016,Tarjetas,6730,9650,6760,950,2220,1980,4290,3640,2890,1350,3900,36220
01/04/2016,Tarjetas,2860,3300,2800,860,1050,1110,1690,3720,1360,1210,2840,38150
02/04/2016,Tarjetas,6700,10320,5340,1100,2020,1440,4080,3400,2240,1050,4020,38110
03/04/2016,Tarjetas,1690,1920,2160,530,690,800,1120,1660,1020,710,1690,25120
04/04/2016,Tarjetas,7760,10450,8170,1190,2630,2260,4990,4690,3720,1560,4610,43470
05/04/2016,Tarjetas,2310,3520,2900,1090,1050,1530,1520,3080,1650,1160,2490,44110
06/04/2016,Tarjetas,690,1430,700,710,410,1240,570,1440,320,590,1260,43940
07/04/2016,Tarjetas,160,410,180,540,230,590,20,780,40,290,650,36880
08/04/2016,Tarjetas,0,30,20,540,130,150,130,500,30,180,380,36770
09/04/2016,Tarjetas,0,0,0,200,50,130,50,280,40,0,210,35870
10/04/2016,Tarjetas,0,0,0,70,0,60,0,140,20,0,90,25940
11/04/2016,Tarjetas,0,0,0,240,50,290,0,60,30,0,120,45380
12/04/2016,Tarjetas,0,0,0,180,20,170,0,70,0,0,40,37510
13/04/2016,Tarjetas,0,0,0,110,60,30,0,50,0,0,60,34990
14/04/2016,Tarjetas,0,0,0,130,30,30,0,0,0,0,50,37080
15/04/2016,Tarjetas,0,0,0,130,10,0,0,0,0,0,90,41660
16/04/2016,Tarjetas,0,0,0,10,30,0,0,0,0,0,20,41790
17/04/2016,Tarjetas,0,0,0,0,20,0,0,0,0,0,0,29600
18/04/2016,Tarjetas,0,0,0,0,20,0,0,0,0,0,0,44950
19/04/2016,Tarjetas,7170,10550,6670,1340,2580,1790,4950,4690,3380,1150,3690,37710
20/04/2016,Tarjetas,7500,10340,7240,1130,2360,1910,4650,4440,3470,1540,4420,34800
21/04/2016,Tarjetas,2620,3260,3120,850,1020,1210,1920,2620,1590,1020,2540,33920
22/04/2016,Tarjetas,1010,1340,1020,740,540,730,690,1070,590,610,1520,35270
23/04/2016,Tarjetas,200,470,420,590,280,540,230,330,170,340,480,34650
24/04/2016,Tarjetas,10,40,380,150,70,160,50,70,50,150,120,27580
25/04/2016,Tarjetas,0,0,160,510,70,270,0,260,0,180,120,40270
